Latitude,Longitude,Depth,band_1_561,band_2_676,band_3_805
15.426058,73.730117,XX,0.0468166,0.0291677,0.0229798
15.426385,73.739899,XX,0.0452826,0.0291677,0.0262248
15.432485,73.739583,XX,0.0468166,0.0310844,0.0294698
15.418262,73.742045,XX,0.0452826,0.0310844,0.0262248
15.417736,73.744983,XX,0.0468166,0.0310844,0.0262248
15.419494,73.744134,XX,0.0483506,0.0330012,0.0294698
15.428837,73.741841,XX,0.0468166,0.0310844,0.0262248
15.420559,73.740633,XX,0.0498846,0.0310844,0.0262248
15.418921,73.738686,XX,0.0452826,0.0291677,0.0262248
15.415661,73.737588,XX,0.0452826,0.0291677,0.0229798
15.424783,73.744382,XX,0.0468166,0.0310844,0.0262248
15.41564,73.733954,XX,0.0468166,0.0291677,0.0197349
15.43243,73.729938,XX,0.0483506,0.0310844,0.0229798
15.421674,73.745938,XX,0.0468166,0.0291677,0.0262248
15.421115,73.743006,XX,0.0468166,0.0330012,0.0262248
15.424489,73.74019,XX,0.0468166,0.0330012,0.0262248
15.422463,73.7416,XX,0.0483506,0.0310844,0.0229798
15.428904,73.72982,XX,0.0483506,0.0310844,0.0229798
15.424475,73.737814,XX,0.0452826,0.0310844,0.0294698
15.423404,73.740197,XX,0.0452826,0.0291677,0.0262248
15.415704,73.745275,XX,0.0437485,0.0291677,0.0262248
15.402601,73.72998,XX,0.0468166,0.0291677,0.0229798
15.405448,73.729962,XX,0.0452826,0.0291677,0.0229798
15.418736,73.730021,XX,0.0468166,0.0310844,0.0229798
15.398669,73.730004,XX,0.0498846,0.0291677,0.0262248
15.427428,73.732485,XX,0.0468166,0.0310844,0.0229798
15.416364,73.742056,XX,0.0468166,0.0310844,0.0262248
15.428386,73.734156,XX,0.0468166,0.0291677,0.0229798
