Latitude,Longitude,Depth,rhos_443,rhos_492,rhos_560,rhos_665,rhos_704,rhos_740,rhos_783,rhos_833,rhos_865
15.432411,73.741753,XX,0.049521,0.048399,0.045767,0.029508,0.026606,0.023167,0.020778,0.018554,0.01898
15.445909,73.746513,XX,0.047695,0.04742,0.044071,0.030293,0.026718,0.024706,0.023874,0.01911,0.020546
15.446577,73.752937,XX,0.047695,0.047543,0.044677,0.029283,0.025712,0.024596,0.02366,0.022441,0.019815
15.449659,73.803619,XX,0.053689,0.052678,0.058587,0.047437,0.047268,0.039974,0.043491,0.04196,0.035469
15.450698,73.811813,XX,0.051085,0.055731,0.064985,0.042175,0.037,0.03152,0.030595,0.027213,0.02681
15.45156,73.804077,XX,0.053429,0.057195,0.06812,0.048332,0.042693,0.036352,0.0355,0.031318,0.031818
15.415287,73.767479,XX,0.050694,0.052189,0.05206,0.032536,0.028172,0.025146,0.02366,0.020664,0.018249
15.406449,73.771347,XX,0.050433,0.0495,0.052302,0.031191,0.027501,0.024267,0.021846,0.019776,0.019606
15.4209,73.768845,XX,0.050694,0.0517,0.051456,0.032985,0.027054,0.025036,0.022379,0.021108,0.019397
15.416426,73.777161,XX,0.050303,0.051578,0.054116,0.033434,0.028284,0.024706,0.023127,0.019887,0.020024
15.451466,73.770149,XX,0.048869,0.048888,0.050972,0.032536,0.027836,0.024487,0.025368,0.023329,0.022321
15.401232,73.776222,XX,0.04939,0.049744,0.051335,0.029844,0.027166,0.023827,0.023233,0.019998,0.019189
15.407557,73.775444,XX,0.050433,0.051578,0.054237,0.033097,0.026942,0.024047,0.023233,0.020886,0.019397
15.412216,73.767868,XX,0.051215,0.053167,0.055204,0.032424,0.027166,0.025036,0.02334,0.019887,0.018771
15.409037,73.765182,XX,0.050694,0.050233,0.052786,0.031751,0.027389,0.023607,0.023233,0.019332,0.019189
15.402112,73.771843,XX,0.050172,0.051089,0.050246,0.029844,0.025824,0.023497,0.022059,0.018888,0.020442
15.407072,73.769577,XX,0.050563,0.051823,0.050972,0.030405,0.027054,0.023827,0.022059,0.020442,0.019189
15.405003,73.771454,XX,0.049912,0.050356,0.049157,0.03063,0.026606,0.023057,0.022913,0.019443,0.018249
15.404561,73.773224,XX,0.049651,0.050478,0.051818,0.031864,0.027501,0.023167,0.022273,0.019776,0.018562
15.402122,73.773796,XX,0.049781,0.050233,0.050851,0.030181,0.025488,0.023167,0.022273,0.019998,0.019502
15.403492,73.776115,XX,0.04939,0.048644,0.051456,0.032312,0.026606,0.022947,0.022273,0.020109,0.019293
15.402314,73.775757,XX,0.04926,0.050356,0.052181,0.03063,0.026495,0.024487,0.023127,0.017999,0.01898
15.410176,73.775146,XX,0.051476,0.054388,0.053874,0.033882,0.028395,0.024706,0.023127,0.020664,0.019293
15.407449,73.772369,XX,0.050563,0.050478,0.053391,0.031864,0.027613,0.023607,0.023233,0.021219,0.019084
15.415852,73.771484,XX,0.050563,0.051945,0.053995,0.033322,0.027613,0.025806,0.023874,0.020553,0.020442
15.393106,73.745804,XX,0.050824,0.049744,0.048794,0.029171,0.025824,0.022507,0.020671,0.019332,0.017309
15.430078,73.777176,XX,0.04939,0.051089,0.050246,0.031527,0.027613,0.024377,0.025048,0.020109,0.020546
15.429687,73.771957,XX,0.050563,0.0506,0.049278,0.032088,0.027725,0.025696,0.024514,0.021219,0.022008
15.406875,73.766594,XX,0.050563,0.050723,0.052181,0.030966,0.026495,0.023497,0.022913,0.019887,0.019711
15.4039,73.768288,XX,0.049781,0.051089,0.048794,0.031751,0.026606,0.024596,0.022379,0.019776,0.019606
15.410134,73.767509,XX,0.050824,0.051211,0.0546,0.032424,0.027501,0.024157,0.023553,0.01911,0.019397
15.412467,73.764236,XX,0.050694,0.051211,0.050004,0.030854,0.027613,0.024377,0.022379,0.018888,0.018562
15.401184,73.767563,XX,0.049521,0.051211,0.050004,0.030069,0.025152,0.022727,0.021419,0.018999,0.019084
15.456903,73.772728,XX,0.049521,0.052556,0.05327,0.032312,0.030408,0.025476,0.025261,0.02233,0.022008
15.449381,73.753113,XX,0.046128,0.044727,0.044677,0.030742,0.027054,0.024267,0.024087,0.020775,0.022321
15.454645,73.773026,XX,0.050694,0.052311,0.055325,0.034331,0.029737,0.024926,0.024514,0.022996,0.022217
15.460162,73.773361,XX,0.049521,0.051823,0.055325,0.033994,0.030519,0.027454,0.026968,0.023773,0.024618
15.452836,73.77285,XX,0.050042,0.051456,0.054116,0.036012,0.029513,0.027015,0.024301,0.020664,0.021068
15.460018,73.780075,XX,0.050042,0.051456,0.056533,0.036012,0.030296,0.027015,0.028569,0.023551,0.023992
15.462687,73.772324,XX,0.04939,0.050845,0.054841,0.035452,0.030743,0.027784,0.026648,0.023551,0.0242
15.464491,73.771378,XX,0.048216,0.050233,0.053149,0.033434,0.028395,0.024047,0.025261,0.023218,0.021382
15.457218,73.780556,XX,0.050694,0.055365,0.056775,0.036124,0.032419,0.027454,0.027715,0.023662,0.023678
15.460026,73.78138,XX,0.050172,0.051456,0.057138,0.036461,0.031972,0.028553,0.026755,0.024661,0.024618
15.455491,73.778893,XX,0.050172,0.0528,0.057983,0.037918,0.031749,0.027125,0.026648,0.023329,0.022321
15.457207,73.778503,XX,0.050172,0.053655,0.058829,0.037357,0.032308,0.027564,0.026221,0.023662,0.022739
15.462541,73.778381,XX,0.049912,0.053044,0.056775,0.038814,0.031078,0.028553,0.028995,0.028434,0.024618
15.460823,73.778488,XX,0.049912,0.053289,0.059191,0.037133,0.031972,0.028553,0.026755,0.024106,0.022217
15.462193,73.78109,XX,0.050824,0.052678,0.058104,0.038478,0.033872,0.028443,0.027502,0.024661,0.024305
15.465556,73.784332,XX,0.048347,0.052189,0.059674,0.038926,0.032084,0.027784,0.027502,0.025548,0.025453
15.45937,73.777283,XX,0.050042,0.052922,0.056533,0.036237,0.031078,0.028334,0.026755,0.024772,0.0242
15.46128,73.779419,XX,0.049912,0.051211,0.058225,0.036237,0.031302,0.028663,0.026862,0.024328,0.02347
15.458291,73.778404,XX,0.050042,0.053411,0.056171,0.034667,0.028395,0.026465,0.024727,0.023218,0.022843
15.462191,73.780525,XX,0.050172,0.054022,0.059674,0.03915,0.033313,0.029982,0.027928,0.026436,0.0242
15.4552,73.775352,XX,0.050172,0.050723,0.057017,0.0359,0.030072,0.026135,0.025048,0.022885,0.021695
15.454845,73.776474,XX,0.050824,0.053411,0.059312,0.036124,0.031302,0.025806,0.025581,0.02344,0.022843
15.46163,73.777267,XX,0.048738,0.0528,0.053391,0.034219,0.030519,0.027125,0.025795,0.023329,0.023678
15.456102,73.774879,XX,0.050042,0.051089,0.058225,0.036349,0.03119,0.026245,0.025154,0.022996,0.021382
15.457736,73.776077,XX,0.04939,0.0506,0.056533,0.036237,0.030967,0.028004,0.026115,0.024883,0.025244
15.456566,73.777023,XX,0.050172,0.053777,0.057379,0.037133,0.032308,0.026685,0.026115,0.024883,0.021799
15.453218,73.776665,XX,0.050042,0.052311,0.056896,0.035564,0.030072,0.026026,0.025688,0.021108,0.020859
15.464627,73.779678,XX,0.049912,0.051456,0.058708,0.036797,0.032308,0.028443,0.027822,0.025437,0.024514
15.453751,73.774704,XX,0.050042,0.053899,0.055446,0.035788,0.029961,0.025256,0.024834,0.02233,0.022843
15.452588,73.776947,XX,0.050172,0.052067,0.05605,0.035116,0.029402,0.026026,0.024834,0.022663,0.020337
15.451945,73.808456,XX,0.051215,0.055731,0.064623,0.044191,0.039456,0.034485,0.034434,0.030209,0.030984
15.450685,73.809395,XX,0.050433,0.055853,0.064381,0.044527,0.037446,0.032179,0.031448,0.028212,0.027853
15.446402,73.802986,XX,0.051606,0.055487,0.065105,0.043631,0.036776,0.029652,0.028675,0.026436,0.02514
15.459516,73.787254,XX,0.050824,0.051945,0.062209,0.043743,0.038786,0.032618,0.031982,0.026769,0.027332
15.456174,73.787926,XX,0.051345,0.053289,0.060157,0.038702,0.033313,0.029323,0.028248,0.025659,0.02681
15.460238,73.787247,XX,0.050694,0.054876,0.065346,0.044751,0.037558,0.032838,0.032088,0.028877,0.029523
15.459599,73.786133,XX,0.051345,0.05451,0.059795,0.040495,0.034989,0.030641,0.029529,0.026769,0.026705
15.455276,73.789047,XX,0.050694,0.052311,0.06064,0.040159,0.034989,0.029872,0.029742,0.027102,0.026079
15.456629,73.788391,XX,0.051736,0.054266,0.062089,0.040943,0.035101,0.032289,0.030275,0.027546,0.026184
15.459429,73.78791,XX,0.051345,0.053533,0.062209,0.044751,0.039121,0.032508,0.032515,0.029765,0.028166
15.458798,73.788376,XX,0.050694,0.057439,0.063416,0.042623,0.036106,0.032069,0.030702,0.02921,0.028584
15.45733,73.784378,XX,0.051345,0.051945,0.058104,0.038366,0.033313,0.028334,0.028035,0.025216,0.0242
15.457152,73.784935,XX,0.051085,0.05512,0.060761,0.040719,0.034207,0.029762,0.029955,0.02799,0.025557
15.458592,73.783813,XX,0.051345,0.055243,0.06064,0.039599,0.033872,0.029542,0.028782,0.026103,0.024409
15.45941,73.784462,XX,0.050954,0.053167,0.059433,0.040495,0.034542,0.029872,0.030169,0.028212,0.025766
15.459864,73.78492,XX,0.049912,0.054266,0.059674,0.040831,0.034431,0.029982,0.029209,0.02799,0.025557
15.456615,73.786057,XX,0.050563,0.0528,0.060157,0.040047,0.03376,0.028993,0.028462,0.025548,0.025244
15.458859,73.783066,XX,0.050694,0.052922,0.058346,0.037694,0.031078,0.029542,0.028142,0.025881,0.023678
15.453921,73.756622,XX,0.046389,0.044605,0.045282,0.030405,0.026159,0.025476,0.023447,0.020442,0.01992
15.452821,73.753929,XX,0.046389,0.045584,0.044798,0.031078,0.026383,0.024377,0.02334,0.021441,0.021382
15.457906,73.757904,XX,0.045998,0.045584,0.044434,0.029171,0.026495,0.024267,0.02366,0.020553,0.020233
15.453849,73.759888,XX,0.047173,0.046686,0.048188,0.030293,0.027836,0.025916,0.0227,0.022552,0.021486
15.453869,73.763519,XX,0.048216,0.048766,0.049641,0.031639,0.027277,0.023057,0.024301,0.022219,0.019815
15.455735,73.757736,XX,0.046128,0.043502,0.044555,0.030069,0.02683,0.025036,0.022806,0.019887,0.01992
15.461904,73.729454,XX,0.047564,0.04742,0.044555,0.028834,0.026047,0.025366,0.02366,0.022552,0.01992
15.45109,73.751518,XX,0.046389,0.044727,0.044071,0.029283,0.026606,0.024926,0.022913,0.021219,0.020651
15.452764,73.743774,XX,0.046651,0.046196,0.044919,0.030517,0.025935,0.024047,0.02302,0.020442,0.020128
15.464798,73.729721,XX,0.046781,0.045095,0.043465,0.028049,0.025376,0.023937,0.022379,0.02133,0.01898
15.457747,73.729851,XX,0.047825,0.047787,0.044192,0.030069,0.026159,0.026026,0.023767,0.022219,0.020546
15.452788,73.748154,XX,0.046389,0.04485,0.044919,0.029059,0.026495,0.023937,0.024407,0.022108,0.020546
15.454947,73.730247,XX,0.047695,0.046196,0.042253,0.029283,0.025824,0.024487,0.023767,0.021219,0.020651
15.457139,73.766205,XX,0.048869,0.048888,0.050004,0.031751,0.028507,0.025806,0.024087,0.022108,0.022321
15.417624,73.781349,XX,0.050042,0.051456,0.056533,0.035788,0.029737,0.024377,0.02334,0.020331,0.020546
15.431715,73.779121,XX,0.050563,0.050723,0.053391,0.033322,0.028731,0.025366,0.024194,0.021552,0.02159
15.421592,73.779556,XX,0.04926,0.051823,0.055083,0.032536,0.028395,0.024267,0.023553,0.020553,0.01992
15.408127,73.780472,XX,0.050042,0.051456,0.051456,0.031639,0.026718,0.025366,0.024727,0.022219,0.022321
15.420776,73.779091,XX,0.049129,0.048399,0.054479,0.033434,0.028284,0.022947,0.022166,0.019887,0.018875
15.401926,73.787399,XX,0.050172,0.048521,0.052423,0.034891,0.031078,0.030092,0.031235,0.02688,0.026184
15.415737,73.783409,XX,0.050042,0.052311,0.055929,0.033546,0.02929,0.026465,0.025368,0.022108,0.021277
15.407597,73.782806,XX,0.050042,0.051456,0.053149,0.032761,0.028731,0.027784,0.026435,0.024328,0.021277
15.413198,73.781929,XX,0.050172,0.0517,0.053753,0.033658,0.029402,0.025586,0.025154,0.021774,0.022112
15.430641,73.780991,XX,0.050172,0.051456,0.055567,0.034331,0.030855,0.025476,0.025474,0.022996,0.021068
15.429194,73.780998,XX,0.049912,0.051945,0.056171,0.03534,0.028843,0.026355,0.024941,0.02233,0.021173
15.406414,73.781509,XX,0.049521,0.049255,0.050246,0.031527,0.028619,0.026026,0.024407,0.020886,0.02159
15.430269,73.779221,XX,0.050042,0.050111,0.053995,0.033434,0.029625,0.026355,0.025261,0.020664,0.021277
15.405334,73.782448,XX,0.050042,0.050723,0.052786,0.031527,0.028619,0.027015,0.025261,0.022219,0.022426
15.40136,73.782936,XX,0.049912,0.051456,0.051093,0.031078,0.027836,0.025036,0.024514,0.020553,0.02253
15.428377,73.78035,XX,0.049521,0.051945,0.055446,0.034779,0.029402,0.025036,0.024087,0.020664,0.022112
15.428645,73.779701,XX,0.049781,0.052311,0.053149,0.033434,0.028507,0.024377,0.023127,0.022219,0.020024
15.431463,73.78257,XX,0.050042,0.051823,0.055083,0.03534,0.029625,0.026026,0.024514,0.023329,0.022217
15.430873,73.773819,XX,0.050042,0.048888,0.049883,0.032536,0.026606,0.024706,0.023767,0.021441,0.020755
15.431417,73.774277,XX,0.050042,0.049744,0.048551,0.030517,0.026495,0.025476,0.023767,0.021441,0.020024
15.427464,73.778778,XX,0.04926,0.051945,0.053391,0.033322,0.028284,0.023827,0.023767,0.019998,0.020128
15.408487,73.830788,XX,0.047173,0.051945,0.063899,0.043855,0.037,0.030861,0.031128,0.027102,0.027853
15.409204,73.829567,XX,0.048477,0.051578,0.063778,0.043631,0.038675,0.03119,0.029849,0.027435,0.025557
15.40458,73.82708,XX,0.04939,0.050356,0.065467,0.051912,0.047268,0.037889,0.037632,0.03531,0.032653
15.429083,73.777184,XX,0.04926,0.0517,0.053632,0.033658,0.027836,0.024706,0.022913,0.020997,0.020024
15.429434,73.775223,XX,0.050042,0.049989,0.04843,0.030742,0.027277,0.024157,0.02398,0.021108,0.018666
15.429088,73.778114,XX,0.04939,0.050723,0.053753,0.032985,0.02806,0.025806,0.023447,0.020442,0.018771
15.43079,73.775307,XX,0.050042,0.050233,0.049883,0.03063,0.026942,0.025256,0.024834,0.020775,0.021799
15.406236,73.832382,XX,0.04652,0.049989,0.062692,0.047997,0.043475,0.035583,0.038591,0.033869,0.034426
15.410645,73.828445,XX,0.048608,0.054754,0.066311,0.047549,0.040461,0.029982,0.030062,0.025659,0.024722
15.407051,73.83284,XX,0.04652,0.050233,0.061244,0.041615,0.037223,0.035254,0.034647,0.031761,0.031818
15.407409,73.831909,XX,0.046128,0.0506,0.062089,0.041391,0.036106,0.033717,0.032621,0.02921,0.027227
15.405013,73.82354,XX,0.063952,0.05512,0.06812,0.054931,0.048049,0.042608,0.049666,0.038525,0.045163
15.409554,73.827332,XX,0.048738,0.053167,0.065708,0.047325,0.039568,0.029762,0.029955,0.026769,0.025975
15.40587,73.831825,XX,0.048347,0.048644,0.063778,0.055378,0.052174,0.041291,0.043385,0.038192,0.037971
15.411246,73.822479,XX,0.049521,0.053411,0.067396,0.049116,0.041243,0.031959,0.030382,0.027435,0.026601
