Latitude,Longitude,Depth,rhos_443,rhos_492,rhos_560,rhos_665,rhos_704,rhos_740,rhos_783,rhos_833,rhos_865
16.013845,73.482964,XX,0.056942,0.056951,0.053632,0.036909,0.033649,0.035144,0.034754,0.029987,0.029732
16.024027,73.465691,XX,0.055511,0.053777,0.050004,0.035003,0.031414,0.030531,0.028142,0.024883,0.025662
15.901181,73.491188,XX,0.059281,0.060122,0.053995,0.032761,0.029961,0.027894,0.025688,0.022663,0.022217
16.030001,73.466675,XX,0.055251,0.052678,0.049157,0.033658,0.032196,0.03163,0.030062,0.02688,0.026392
15.887686,73.500351,XX,0.058631,0.056219,0.050246,0.03377,0.028731,0.028553,0.025901,0.02455,0.023052
16.024021,73.464851,XX,0.055121,0.053411,0.050972,0.034443,0.030743,0.029982,0.028782,0.025326,0.02587
16.01893,73.448349,XX,0.0546,0.052922,0.048673,0.033434,0.03119,0.029103,0.026968,0.025437,0.02347
16.028614,73.437531,XX,0.055901,0.0517,0.04843,0.033434,0.030519,0.028883,0.027822,0.02455,0.02347
15.957686,73.429207,XX,0.061488,0.060366,0.051939,0.034779,0.030519,0.028334,0.026435,0.023551,0.023678
15.916688,73.472488,XX,0.060709,0.059269,0.056654,0.035676,0.030967,0.028553,0.026435,0.022441,0.023365
15.926033,73.439354,XX,0.062136,0.060122,0.052907,0.034667,0.030519,0.028334,0.026862,0.023662,0.02347
15.939405,73.413841,XX,0.063952,0.062072,0.054841,0.036237,0.032531,0.030311,0.028462,0.025881,0.026497
16.006338,73.469658,XX,0.055901,0.051945,0.050488,0.034779,0.031078,0.029872,0.028462,0.02577,0.026079
16.007641,73.487587,XX,0.058891,0.06,0.060519,0.039262,0.035995,0.037669,0.036246,0.033869,0.034843
15.976443,73.43541,XX,0.063304,0.064386,0.060036,0.037694,0.031749,0.029542,0.027288,0.024439,0.023156
16.036636,73.446716,XX,0.056812,0.056463,0.050004,0.033209,0.029961,0.029542,0.026968,0.023995,0.024827
16.002863,73.439041,XX,0.057461,0.053533,0.050246,0.033658,0.031749,0.028663,0.027502,0.024217,0.024618
16.017666,73.423691,XX,0.062136,0.059878,0.056533,0.036349,0.032531,0.028114,0.027075,0.023551,0.02253
16.027489,73.444267,XX,0.055771,0.051945,0.049157,0.032088,0.029737,0.028773,0.028462,0.024772,0.023887
15.928351,73.434944,XX,0.062526,0.061219,0.055083,0.035116,0.032419,0.028773,0.027608,0.024994,0.024096
16.017635,73.45668,XX,0.055251,0.054266,0.050488,0.033546,0.030967,0.029323,0.026755,0.023329,0.022426
15.946323,73.496178,XX,0.0598,0.060732,0.060882,0.039262,0.033984,0.032289,0.031022,0.026991,0.027749
15.969645,73.470497,XX,0.060319,0.059025,0.055929,0.035452,0.031525,0.028443,0.028355,0.023773,0.024096
15.986194,73.4842,XX,0.057851,0.054632,0.056775,0.035452,0.032084,0.03108,0.029529,0.026436,0.027019
16.020638,73.446846,XX,0.05408,0.0506,0.04843,0.032761,0.031078,0.029762,0.027288,0.025881,0.024096
15.941733,73.486122,XX,0.058761,0.060244,0.055567,0.035452,0.03119,0.028883,0.027928,0.023884,0.0242
16.006145,73.48069,XX,0.056551,0.056341,0.050851,0.036237,0.034095,0.033058,0.031662,0.028323,0.029419
16.019901,73.457504,XX,0.055381,0.053044,0.048794,0.032761,0.030519,0.026905,0.027608,0.023773,0.025349
15.925164,73.469528,XX,0.06006,0.059757,0.055446,0.035116,0.03119,0.027564,0.027182,0.023218,0.022634
16.00404,73.451645,XX,0.055251,0.053044,0.049399,0.034219,0.030743,0.029213,0.026648,0.024439,0.023887
16.003475,73.448471,XX,0.0546,0.051578,0.048673,0.034219,0.031078,0.030311,0.028462,0.025326,0.024409
15.912519,73.458138,XX,0.061098,0.058659,0.052181,0.033658,0.030408,0.027674,0.024727,0.021997,0.022426
15.991515,73.457161,XX,0.057721,0.055975,0.05327,0.033658,0.031749,0.028553,0.026968,0.023995,0.024514
16.021156,73.431328,XX,0.058761,0.056951,0.054237,0.034443,0.031302,0.029323,0.027822,0.025326,0.02253
16.008308,73.454506,XX,0.056812,0.055975,0.05073,0.032985,0.029178,0.028224,0.025901,0.022663,0.023261
15.967709,73.440056,XX,0.064471,0.067429,0.061606,0.039374,0.033425,0.029982,0.027822,0.024883,0.023992
15.96385,73.481941,XX,0.05967,0.059391,0.056775,0.036349,0.031749,0.028663,0.027928,0.024883,0.024931
16.0271,73.478195,XX,0.057072,0.055853,0.052665,0.037357,0.033202,0.034705,0.034327,0.030209,0.030566
15.960325,73.481964,XX,0.05967,0.058293,0.056292,0.035676,0.03119,0.030202,0.027608,0.023995,0.024931
15.88877,73.461678,XX,0.064211,0.061341,0.057138,0.0359,0.031861,0.028773,0.027288,0.02455,0.023783
15.959845,73.427605,XX,0.062136,0.059757,0.053391,0.03534,0.031525,0.028993,0.027715,0.024106,0.024096
16.002132,73.47567,XX,0.056291,0.053289,0.050488,0.035228,0.032084,0.030202,0.030488,0.026658,0.026914
15.97119,73.497391,XX,0.055641,0.056341,0.061002,0.040495,0.03633,0.037669,0.037205,0.033425,0.033487
15.914648,73.440002,XX,0.0646,0.065725,0.059916,0.035788,0.032531,0.028553,0.026755,0.023551,0.023052
16.006842,73.426674,XX,0.06473,0.065238,0.062451,0.038254,0.033425,0.028334,0.027288,0.024328,0.024618
15.919198,73.456779,XX,0.060839,0.059878,0.053874,0.035788,0.029066,0.027894,0.026541,0.022441,0.022321
15.972643,73.459923,XX,0.058241,0.057073,0.054237,0.03534,0.031861,0.030641,0.027822,0.02455,0.024096
16.035305,73.475327,XX,0.057461,0.055243,0.055325,0.037245,0.034654,0.036132,0.03486,0.030763,0.032966
15.971241,73.441055,XX,0.063433,0.062681,0.060157,0.037357,0.031972,0.028993,0.027075,0.024328,0.023887
15.955288,73.447441,XX,0.062785,0.061707,0.058587,0.036237,0.031972,0.029213,0.029209,0.024994,0.023992
15.894375,73.48732,XX,0.057721,0.054388,0.04952,0.0322,0.02929,0.027564,0.026755,0.023329,0.021799
16.005665,73.476669,XX,0.055901,0.054022,0.050246,0.03534,0.032084,0.031959,0.030275,0.027546,0.025662
15.916365,73.465111,XX,0.06019,0.058171,0.053028,0.034555,0.029625,0.027345,0.026008,0.022885,0.022739
16.002838,73.486038,XX,0.057591,0.056097,0.058829,0.037582,0.035213,0.035364,0.033794,0.029987,0.030462
16.002649,73.446892,XX,0.055121,0.053655,0.050851,0.035116,0.032196,0.030421,0.029315,0.025216,0.024827
15.900794,73.411903,XX,0.063174,0.061463,0.054479,0.03534,0.032084,0.028663,0.026648,0.024439,0.024096
15.909492,73.46479,XX,0.05941,0.057317,0.050488,0.035003,0.030408,0.027784,0.026115,0.022663,0.023156
15.912521,73.433479,XX,0.065637,0.065725,0.061606,0.038366,0.031972,0.029432,0.026755,0.022885,0.022426
16.035992,73.470367,XX,0.057202,0.056951,0.053391,0.036573,0.033313,0.033717,0.032301,0.030652,0.029523
16.033173,73.455254,XX,0.054731,0.051945,0.048915,0.034555,0.030296,0.030751,0.028569,0.026214,0.025349
16.006306,73.477791,XX,0.056031,0.0506,0.050246,0.0359,0.03309,0.030641,0.030702,0.027879,0.026601
16.017187,73.444817,XX,0.055121,0.0517,0.051335,0.034779,0.033202,0.033167,0.029955,0.029654,0.027749
15.912297,73.490829,XX,0.06006,0.060366,0.055929,0.034331,0.031525,0.027235,0.027182,0.023329,0.022739
16.02416,73.458961,XX,0.056421,0.053899,0.051214,0.034331,0.031302,0.030202,0.027502,0.02577,0.02514
15.88763,73.479523,XX,0.057461,0.055975,0.04722,0.032649,0.02929,0.027015,0.024834,0.023773,0.022426
16.031157,73.426666,XX,0.060449,0.058781,0.054841,0.034555,0.031861,0.028773,0.027395,0.024106,0.023156
16.018784,73.453026,XX,0.055121,0.053655,0.049399,0.035116,0.030184,0.029323,0.027075,0.023995,0.02347
16.034262,73.418701,XX,0.061747,0.059878,0.054479,0.036349,0.030743,0.029652,0.026968,0.023884,0.024514
15.991396,73.465851,XX,0.058891,0.059513,0.057742,0.036573,0.032531,0.029213,0.027928,0.023551,0.024409
16.007366,73.48703,XX,0.057721,0.058049,0.058346,0.037357,0.034878,0.036023,0.036459,0.030985,0.032444
16.004574,73.488548,XX,0.072494,0.059513,0.06824,0.052136,0.048829,0.042388,0.042213,0.037971,0.037658
15.961959,73.444962,XX,0.065119,0.064751,0.064502,0.038478,0.033313,0.029652,0.028462,0.025326,0.024827
16.024807,73.461105,XX,0.057332,0.055487,0.050488,0.033546,0.030855,0.029323,0.028462,0.026214,0.025244
15.95847,73.488144,XX,0.057721,0.057195,0.056413,0.034555,0.031078,0.029103,0.028675,0.024772,0.024722
16.006683,73.467323,XX,0.056551,0.055243,0.052181,0.033994,0.031414,0.028993,0.028675,0.024106,0.024409
16.02397,73.408226,XX,0.061098,0.057683,0.04952,0.03534,0.030631,0.028993,0.027075,0.023551,0.024305
15.889017,73.458221,XX,0.061358,0.057927,0.052786,0.034219,0.030519,0.027674,0.027288,0.024772,0.023574
15.96034,73.458702,XX,0.057202,0.053899,0.055929,0.03534,0.033425,0.03119,0.028889,0.025659,0.02514
16.014143,73.486794,XX,0.059151,0.059269,0.060519,0.040383,0.036888,0.038767,0.037845,0.035199,0.03453
15.997493,73.458885,XX,0.055511,0.054876,0.049883,0.033434,0.029737,0.028663,0.027395,0.024661,0.024096
16.009693,73.445992,XX,0.056942,0.054022,0.052544,0.035676,0.031637,0.030531,0.027608,0.024661,0.024409
15.901971,73.474838,XX,0.06006,0.059025,0.053512,0.034331,0.030967,0.027564,0.026968,0.022996,0.022739
15.889811,73.430298,XX,0.062655,0.062072,0.053995,0.035116,0.031078,0.028663,0.027395,0.02455,0.023574
16.02047,73.473854,XX,0.055901,0.054754,0.050609,0.034331,0.032643,0.031849,0.029529,0.026103,0.028375
16.021339,73.419174,XX,0.06019,0.058171,0.051698,0.033546,0.031525,0.028334,0.026648,0.024439,0.023261
16.012985,73.438583,XX,0.057981,0.057561,0.052181,0.033882,0.032196,0.028663,0.027502,0.024661,0.023574
16.010378,73.453087,XX,0.056681,0.052311,0.049762,0.03377,0.030296,0.028334,0.026862,0.023995,0.024305
15.999775,73.487366,XX,0.058891,0.058903,0.063657,0.040719,0.03767,0.036571,0.035713,0.033758,0.032444
15.986157,73.453835,XX,0.059021,0.057073,0.053995,0.034667,0.032419,0.029213,0.027928,0.025105,0.024722
15.957813,73.471893,XX,0.05967,0.059391,0.053391,0.034555,0.031302,0.028443,0.026862,0.024106,0.023365
16.028473,73.480705,XX,0.058631,0.058171,0.058225,0.040607,0.036106,0.038438,0.037632,0.034645,0.032861
15.941789,73.481171,XX,0.058891,0.057439,0.052302,0.035676,0.031637,0.028993,0.027608,0.023773,0.025244
15.946394,73.480484,XX,0.058241,0.058415,0.053149,0.035003,0.030072,0.029652,0.027075,0.024661,0.024305
15.955292,73.460609,XX,0.056942,0.056463,0.054358,0.036573,0.030855,0.030531,0.027075,0.023884,0.023156
15.939428,73.492676,XX,0.05967,0.059513,0.056413,0.03377,0.031637,0.029432,0.028889,0.024994,0.025035
16.012661,73.443726,XX,0.058371,0.057683,0.053512,0.034555,0.031525,0.028993,0.027288,0.024106,0.0242
16.025366,73.476059,XX,0.056942,0.054754,0.050609,0.036797,0.03376,0.033277,0.032088,0.028212,0.029419
16.006357,73.485168,XX,0.057591,0.056585,0.055446,0.038254,0.034319,0.035364,0.032941,0.029543,0.029627
15.912477,73.503716,XX,0.05967,0.062438,0.059312,0.035564,0.031749,0.028993,0.026862,0.024439,0.023156
15.939479,73.461388,XX,0.060319,0.057683,0.054358,0.035003,0.030631,0.028663,0.027502,0.024106,0.023052
16.006344,73.457703,XX,0.055901,0.052311,0.048673,0.033546,0.029849,0.028004,0.027715,0.023218,0.023261
16.006954,73.429665,XX,0.062266,0.061585,0.059553,0.036797,0.032531,0.030092,0.027715,0.024772,0.02347
16.010345,73.423843,XX,0.064211,0.064995,0.061244,0.037021,0.032866,0.028663,0.026862,0.024106,0.024096
16.027887,73.436974,XX,0.056551,0.05451,0.050246,0.032873,0.031302,0.029103,0.028248,0.02344,0.022948
16.01104,73.482521,XX,0.056551,0.054876,0.052181,0.036124,0.033649,0.033497,0.032941,0.029432,0.029314
15.968895,73.441544,XX,0.062655,0.062072,0.058587,0.036124,0.032084,0.028553,0.027502,0.024106,0.02514
16.026527,73.474083,XX,0.056421,0.054632,0.05206,0.03534,0.033425,0.033387,0.030488,0.027213,0.028062
16.013884,73.462875,XX,0.055251,0.053044,0.049641,0.032649,0.028843,0.030421,0.026755,0.024883,0.023992
15.889823,73.469887,XX,0.059021,0.055243,0.051335,0.033658,0.030184,0.028004,0.026541,0.02233,0.023261
15.99065,73.462585,XX,0.059021,0.058049,0.054116,0.035676,0.031414,0.028883,0.028462,0.024883,0.023156
15.95768,73.465828,XX,0.059021,0.056585,0.056654,0.03534,0.030967,0.029432,0.028355,0.02455,0.0242
16.034109,73.472435,XX,0.056551,0.053533,0.053149,0.036124,0.03376,0.033717,0.032621,0.030763,0.029836
15.941994,73.459129,XX,0.061098,0.061829,0.054237,0.035116,0.031861,0.027235,0.027075,0.023551,0.02347
15.883024,73.416992,XX,0.063174,0.061463,0.05605,0.036349,0.032755,0.029982,0.029209,0.025548,0.024722
16.007292,73.464043,XX,0.057072,0.05512,0.053632,0.033546,0.030408,0.029323,0.028248,0.024661,0.025557
15.932803,73.501793,XX,0.059151,0.058903,0.055808,0.0359,0.03309,0.03119,0.028889,0.026769,0.026497
15.971157,73.454514,XX,0.057721,0.057439,0.056413,0.036124,0.032419,0.030421,0.028355,0.025326,0.024722
