Latitude,Longitude,Depth,rhos_443,rhos_483,rhos_561,rhos_655,rhos_865
15.449015,73.749619,XX,0.030625,0.034776,0.034485,0.016595,0.007941
15.43243,73.74189,XX,0.031876,0.03517,0.03353,0.016707,0.008609
15.446014,73.746559,XX,0.030047,0.034079,0.034306,0.016958,0.009148
15.446593,73.752991,XX,0.03117,0.034534,0.034993,0.017209,0.008814
15.449584,73.803574,XX,0.031941,0.035534,0.040928,0.024575,0.012741
15.450712,73.811676,XX,0.031299,0.033897,0.04048,0.022176,0.01192
15.451485,73.804123,XX,0.033224,0.037262,0.046499,0.027726,0.013845
15.415218,73.767433,XX,0.030464,0.033351,0.034217,0.017935,0.008609
15.406563,73.771393,XX,0.030271,0.033351,0.034157,0.018884,0.009302
15.42092,73.768799,XX,0.032679,0.036989,0.039318,0.020419,0.009122
15.416357,73.777206,XX,0.031042,0.034382,0.035977,0.018577,0.009456
15.45157,73.770012,XX,0.031074,0.033867,0.034963,0.018661,0.009148
15.401166,73.776176,XX,0.032679,0.035807,0.036753,0.020363,0.011124
15.407669,73.775299,XX,0.032807,0.036747,0.03896,0.020363,0.009866
15.412238,73.768005,XX,0.030592,0.034231,0.034754,0.019023,0.009404
15.408969,73.765228,XX,0.032871,0.036443,0.037916,0.020056,0.009841
15.401955,73.771706,XX,0.032005,0.035504,0.036097,0.019749,0.010713
15.407094,73.769432,XX,0.030592,0.033776,0.035291,0.01813,0.009661
15.404936,73.771408,XX,0.031491,0.033867,0.034903,0.019303,0.010149
15.404674,73.773087,XX,0.031363,0.034837,0.03547,0.01933,0.009892
15.401965,73.773659,XX,0.031235,0.034322,0.03544,0.019916,0.010431
15.403335,73.776169,XX,0.030946,0.034352,0.035649,0.020056,0.010354
15.402247,73.775612,XX,0.032326,0.034685,0.035888,0.01947,0.010662
15.41011,73.775291,XX,0.033192,0.037231,0.039288,0.020865,0.009892
15.407381,73.772232,XX,0.030849,0.033927,0.034038,0.018717,0.009995
15.415782,73.771339,XX,0.034635,0.038352,0.041583,0.021535,0.009969
15.393132,73.745758,XX,0.032903,0.036959,0.038632,0.019637,0.00884
15.430186,73.77713,XX,0.030785,0.033533,0.033411,0.017963,0.009276
15.429616,73.772102,XX,0.032229,0.035716,0.036872,0.019163,0.008865
15.406808,73.76664,XX,0.032005,0.035504,0.036842,0.019749,0.009687
15.403834,73.768333,XX,0.031555,0.034534,0.035828,0.019582,0.010354
15.410066,73.767464,XX,0.031523,0.03514,0.036126,0.019275,0.009635
15.412488,73.764091,XX,0.032101,0.034504,0.03544,0.018884,0.009302
15.401117,73.767517,XX,0.031652,0.034776,0.035291,0.019023,0.010046
15.457008,73.772774,XX,0.031555,0.034018,0.034993,0.019833,0.011355
15.449306,73.75325,XX,0.030625,0.033654,0.034485,0.017656,0.008711
15.45457,73.773071,XX,0.032133,0.034746,0.035709,0.020642,0.011791
15.460265,73.773315,XX,0.03117,0.032441,0.033859,0.019777,0.010405
15.452941,73.772797,XX,0.030625,0.034413,0.03541,0.019051,0.009789
15.460032,73.780029,XX,0.030817,0.034898,0.036783,0.022065,0.011047
15.462701,73.772461,XX,0.028987,0.031895,0.033709,0.019135,0.009789
15.464593,73.771332,XX,0.028762,0.032745,0.035918,0.018828,0.009533
15.457323,73.780602,XX,0.030175,0.034443,0.034814,0.020251,0.011791
15.460039,73.781425,XX,0.029404,0.032259,0.033262,0.019023,0.010046
15.455416,73.778938,XX,0.029436,0.031986,0.033262,0.018047,0.009122
15.457041,73.778648,XX,0.031138,0.034261,0.03547,0.021507,0.012818
15.462462,73.778336,XX,0.032422,0.036413,0.039974,0.022595,0.010354
15.460837,73.778625,XX,0.031908,0.035049,0.036813,0.021897,0.011021
15.462207,73.781136,XX,0.032967,0.036928,0.040957,0.024547,0.011355
15.465478,73.784187,XX,0.032871,0.037807,0.046469,0.025691,0.011073
15.459474,73.777237,XX,0.03056,0.034625,0.036514,0.021646,0.01174
15.461384,73.779465,XX,0.032486,0.035504,0.037439,0.021507,0.011021
15.458395,73.778358,XX,0.029276,0.032866,0.034068,0.017656,0.009558
15.462204,73.780579,XX,0.033769,0.037565,0.041643,0.024324,0.010867
15.455124,73.775307,XX,0.030175,0.03326,0.03353,0.019526,0.010585
15.454859,73.776421,XX,0.029051,0.032562,0.033351,0.018577,0.010354
15.461643,73.777222,XX,0.030689,0.034655,0.037349,0.02106,0.01038
15.456207,73.775017,XX,0.0304,0.032745,0.033918,0.018772,0.01115
15.45784,73.776123,XX,0.029982,0.032623,0.033441,0.019023,0.009866
15.45649,73.77697,XX,0.030625,0.0342,0.03556,0.020809,0.013331
15.453234,73.776711,XX,0.028987,0.031531,0.032157,0.017265,0.009738
15.46464,73.779724,XX,0.032326,0.036868,0.042924,0.024185,0.011021
15.453765,73.77475,XX,0.030914,0.032866,0.033411,0.018493,0.009815
15.452693,73.776993,XX,0.029051,0.031561,0.031829,0.017349,0.009173
15.452051,73.808594,XX,0.030432,0.034291,0.040063,0.022595,0.012407
15.4507,73.809441,XX,0.029758,0.035019,0.041583,0.023041,0.01174
15.446327,73.803032,XX,0.032454,0.03611,0.041047,0.023571,0.011586
15.459529,73.7873,XX,0.029629,0.032532,0.033709,0.020279,0.011304
15.456278,73.78788,XX,0.030079,0.033503,0.034694,0.019442,0.010097
15.460342,73.787292,XX,0.031652,0.035989,0.039258,0.02106,0.011458
15.459523,73.786186,XX,0.030817,0.033472,0.034247,0.019442,0.01156
15.455199,73.789001,XX,0.030143,0.032471,0.034306,0.019303,0.009866
15.456553,73.788437,XX,0.02979,0.032745,0.033799,0.018633,0.010072
15.459532,73.787857,XX,0.030304,0.033533,0.034933,0.019721,0.010765
15.458721,73.788422,XX,0.029469,0.033109,0.034993,0.018772,0.010097
15.457343,73.784241,XX,0.029212,0.032229,0.032695,0.018326,0.009789
15.457076,73.78508,XX,0.028987,0.031227,0.032366,0.019135,0.01002
15.458695,73.783669,XX,0.029501,0.03232,0.032187,0.018186,0.009969
15.459514,73.784508,XX,0.030143,0.034049,0.034396,0.019609,0.011509
15.459786,73.784782,XX,0.031973,0.034049,0.035022,0.020726,0.012382
15.45654,73.786201,XX,0.031042,0.033472,0.033948,0.019665,0.011201
15.458963,73.783112,XX,0.030239,0.033381,0.033978,0.018354,0.010174
15.453936,73.756577,XX,0.029886,0.033715,0.036007,0.018158,0.009148
15.452836,73.754066,XX,0.031491,0.034898,0.036037,0.017823,0.009148
15.458011,73.75795,XX,0.026898,0.030894,0.035768,0.017991,0.010046
15.453954,73.759933,XX,0.031106,0.034776,0.036574,0.018437,0.008583
15.453975,73.763565,XX,0.031267,0.034534,0.03553,0.017907,0.00884
15.455568,73.75769,XX,0.028922,0.032745,0.036276,0.017907,0.009533
15.461916,73.729408,XX,0.027284,0.03056,0.03368,0.01693,0.009379
15.451196,73.751564,XX,0.031716,0.035595,0.03541,0.017516,0.009071
15.452778,73.743721,XX,0.035885,0.040805,0.044086,0.021032,0.008865
15.464629,73.729675,XX,0.028151,0.031136,0.032575,0.017042,0.008994
15.45785,73.729713,XX,0.028441,0.032047,0.0355,0.017405,0.009302
15.452804,73.748199,XX,0.03409,0.038867,0.04209,0.01947,0.009404
15.454871,73.730293,XX,0.029693,0.032745,0.036305,0.017935,0.009019
15.457244,73.766342,XX,0.030079,0.033745,0.034963,0.018214,0.009096
15.417464,73.781395,XX,0.032069,0.037655,0.041792,0.021563,0.009558
15.431553,73.779076,XX,0.030111,0.032623,0.031918,0.017349,0.009841
15.421521,73.779411,XX,0.032326,0.03714,0.039616,0.020586,0.009738
15.408238,73.780334,XX,0.032679,0.03714,0.039526,0.021842,0.010508
15.420707,73.779137,XX,0.032807,0.037352,0.039377,0.021144,0.009918
15.40204,73.787354,XX,0.029179,0.032532,0.034635,0.019414,0.012587
15.415849,73.783363,XX,0.032197,0.038716,0.044503,0.02371,0.010405
15.40771,73.782852,XX,0.030271,0.033078,0.034485,0.019358,0.01097
15.413129,73.781982,XX,0.034539,0.039685,0.044354,0.024436,0.012484
15.430479,73.781036,XX,0.029115,0.032016,0.031351,0.017321,0.009276
15.429123,73.781044,XX,0.0304,0.032775,0.032426,0.017656,0.009302
15.406347,73.781464,XX,0.032005,0.035474,0.036753,0.02067,0.010482
15.430199,73.779366,XX,0.030368,0.033109,0.032098,0.017851,0.009481
15.405269,73.782585,XX,0.029372,0.032836,0.034187,0.018912,0.010662
15.401202,73.78289,XX,0.031588,0.03517,0.035381,0.019526,0.011201
15.428305,73.780212,XX,0.030336,0.033109,0.033918,0.017656,0.009071
15.428574,73.779655,XX,0.029308,0.03323,0.032993,0.017572,0.008968
15.4313,73.782433,XX,0.029372,0.031925,0.031112,0.017489,0.009687
15.43071,73.773773,XX,0.030753,0.034837,0.034814,0.018577,0.008737
15.431255,73.774323,XX,0.030271,0.034716,0.034127,0.017907,0.009173
15.427484,73.778824,XX,0.030689,0.034049,0.034008,0.017963,0.009096
15.408511,73.830925,XX,0.031427,0.037443,0.046648,0.026694,0.013383
15.409317,73.829521,XX,0.032486,0.037625,0.049,0.031629,0.01346
15.404694,73.827034,XX,0.03441,0.040653,0.053345,0.036672,0.017925
15.429102,73.777138,XX,0.030304,0.034261,0.033739,0.01774,0.008917
15.429362,73.775177,XX,0.03162,0.034898,0.035351,0.017991,0.009276
15.429107,73.777969,XX,0.030753,0.033836,0.033709,0.017963,0.00925
15.430717,73.775169,XX,0.031395,0.034231,0.034276,0.017907,0.009019
15.406349,73.832336,XX,0.031331,0.037413,0.048583,0.030876,0.017411
15.410666,73.8284,XX,0.032358,0.038019,0.049566,0.031433,0.013075
15.406894,73.832893,XX,0.031908,0.037928,0.05156,0.03578,0.017001
15.407432,73.832047,XX,0.031395,0.037989,0.048464,0.028367,0.014666
15.404945,73.823395,XX,0.034763,0.04029,0.049804,0.031573,0.014486
15.409576,73.827286,XX,0.033288,0.038776,0.050548,0.030932,0.013152
15.405804,73.831779,XX,0.032839,0.03817,0.051976,0.041322,0.025749
15.411179,73.822525,XX,0.036237,0.041924,0.055159,0.035697,0.013408
15.411828,73.842926,XX,0.035308,0.041047,0.053731,0.035892,0.01695
15.411539,73.839577,XX,0.034282,0.040139,0.054832,0.037424,0.01695
15.406031,73.823395,XX,0.035693,0.042197,0.054386,0.036811,0.025262
15.438663,73.84082,XX,0.031138,0.036686,0.046916,0.028451,0.011868
15.407407,73.827301,XX,0.032711,0.038988,0.049834,0.030207,0.014204
15.409552,73.822533,XX,0.036013,0.040653,0.051083,0.030625,0.015025
15.435147,73.842522,XX,0.032133,0.03711,0.047809,0.030291,0.013639
15.440301,73.842766,XX,0.030047,0.034989,0.044325,0.026722,0.012407
15.430537,73.842545,XX,0.032582,0.036322,0.045874,0.030096,0.012279
15.428903,73.841156,XX,0.032261,0.036292,0.046291,0.029399,0.011997
15.42891,73.842552,XX,0.03117,0.036262,0.04632,0.029873,0.012176
15.433511,73.840851,XX,0.031363,0.036595,0.045933,0.029538,0.012536
15.432159,73.841698,XX,0.032101,0.036625,0.045635,0.030179,0.013254
15.43622,73.840279,XX,0.030978,0.036898,0.047035,0.028005,0.012176
15.413927,73.829498,XX,0.032518,0.037716,0.050905,0.03695,0.013126
15.407152,73.830376,XX,0.032326,0.038261,0.048286,0.028423,0.014845
15.422108,73.787521,XX,0.036205,0.042499,0.053136,0.034917,0.011278
15.409566,73.825325,XX,0.034763,0.040018,0.053404,0.033551,0.013716
15.410167,73.83651,XX,0.032005,0.037322,0.049714,0.033774,0.015564
15.428312,73.781609,XX,0.03056,0.033685,0.034306,0.017851,0.009071
15.422117,73.789192,XX,0.037391,0.041894,0.049506,0.027587,0.010816
15.410961,73.782272,XX,0.030079,0.034382,0.036365,0.02053,0.010559
15.414217,73.782532,XX,0.032711,0.03811,0.043371,0.022706,0.0102
15.410418,73.781998,XX,0.030817,0.03508,0.0372,0.020642,0.011098
15.411502,73.78199,XX,0.030817,0.03508,0.038244,0.020865,0.010277
15.409332,73.782005,XX,0.030657,0.034564,0.0372,0.020865,0.01097
15.408524,73.782845,XX,0.029822,0.032896,0.03362,0.019079,0.011227
15.409872,73.781441,XX,0.032165,0.036292,0.038662,0.021144,0.010713
15.407445,73.783966,XX,0.027573,0.030347,0.031918,0.019609,0.011997
15.406635,73.784531,XX,0.030368,0.033503,0.036574,0.021339,0.012536
15.40582,73.784256,XX,0.029372,0.032714,0.032844,0.018465,0.010893
15.408247,73.781731,XX,0.031908,0.035837,0.037528,0.021116,0.010457
15.405284,73.785378,XX,0.029501,0.03235,0.034247,0.01894,0.01192
15.405828,73.78566,XX,0.02979,0.034049,0.040123,0.020837,0.012792
15.404738,73.784821,XX,0.029661,0.032289,0.033202,0.018326,0.011406
15.403934,73.786507,XX,0.029115,0.03414,0.039646,0.019637,0.012125
15.397979,73.788498,XX,0.031876,0.034413,0.034784,0.020168,0.012587
15.40393,73.785667,XX,0.02995,0.032198,0.033053,0.017879,0.011894
15.395268,73.788795,XX,0.032261,0.033503,0.034217,0.020335,0.012305
15.404731,73.783424,XX,0.029822,0.032562,0.033112,0.018689,0.010611
15.393062,73.781815,XX,0.034186,0.035868,0.037469,0.020781,0.01156
15.394734,73.790192,XX,0.03101,0.033139,0.033471,0.020112,0.013408
15.396592,73.782913,XX,0.032743,0.035322,0.036156,0.020363,0.011689
15.395273,73.789627,XX,0.031106,0.033109,0.03353,0.020335,0.012998
15.404732,73.783707,XX,0.029115,0.032198,0.032426,0.018242,0.010662
15.404193,73.784271,XX,0.030111,0.032805,0.032844,0.018465,0.010662
15.409877,73.78228,XX,0.030914,0.034109,0.036097,0.020056,0.011047
15.41829,73.78363,XX,0.03332,0.038382,0.042984,0.022929,0.009661
15.421273,73.783607,XX,0.032711,0.03614,0.039049,0.020781,0.010328
15.402185,73.814186,XX,0.040432,0.046369,0.067961,0.062042,0.047489
15.410607,73.817215,XX,0.03441,0.040169,0.051143,0.031935,0.014076
15.396888,73.787384,XX,0.032582,0.034413,0.034694,0.019861,0.011971
15.397943,73.782066,XX,0.034827,0.038201,0.041047,0.022372,0.011175
15.424518,73.781914,XX,0.030689,0.033867,0.034933,0.018465,0.009533
15.423166,73.782761,XX,0.030143,0.033867,0.03541,0.018549,0.009456
15.427269,73.789169,XX,0.030271,0.032654,0.033471,0.018242,0.009661
15.411958,73.816093,XX,0.034154,0.039654,0.049268,0.027642,0.011868
15.411948,73.814415,XX,0.034603,0.04032,0.051173,0.030012,0.012151
15.404075,73.8125,XX,0.037487,0.043195,0.052333,0.029789,0.015359
15.408966,73.81443,XX,0.035084,0.040441,0.049417,0.028228,0.012792
15.409781,73.814705,XX,0.03441,0.040502,0.052125,0.03213,0.01251
15.408159,73.815834,XX,0.034603,0.039927,0.049268,0.028172,0.014461
15.410602,73.816101,XX,0.033673,0.039987,0.052006,0.034025,0.012818
15.406506,73.810806,XX,0.034955,0.040926,0.049625,0.027419,0.013049
15.406786,73.812485,XX,0.034731,0.040653,0.049298,0.028451,0.012587
15.411107,73.809105,XX,0.034539,0.039957,0.048018,0.026304,0.01174
15.410302,73.810791,XX,0.035757,0.041622,0.051768,0.030123,0.012074
15.4122,73.810776,XX,0.035116,0.041259,0.051411,0.028981,0.011663
15.408134,73.811081,XX,0.035693,0.041228,0.049625,0.027698,0.012921
15.409224,73.811913,XX,0.0355,0.041259,0.051202,0.029427,0.012305
15.425228,73.812943,XX,0.036205,0.04026,0.048941,0.027754,0.011766
15.425162,73.800636,XX,0.032743,0.03608,0.039407,0.021367,0.010867
15.422714,73.799255,XX,0.032294,0.035868,0.037797,0.020558,0.010457
15.413824,73.810211,XX,0.035436,0.040956,0.049863,0.027168,0.011201
15.423314,73.809875,XX,0.035981,0.04032,0.048137,0.027865,0.011586
15.423294,73.806244,XX,0.035564,0.039745,0.043967,0.023989,0.011355
15.423005,73.802887,XX,0.033288,0.03711,0.040033,0.021311,0.01079
15.422182,73.801216,XX,0.033064,0.036504,0.03893,0.021172,0.01079
15.413866,73.818039,XX,0.035308,0.040956,0.050964,0.029454,0.012279
15.410617,73.818893,XX,0.034378,0.039473,0.050607,0.035223,0.023312
15.413057,73.818878,XX,0.034058,0.040169,0.050845,0.029761,0.012228
15.404094,73.816132,XX,0.03707,0.041834,0.060836,0.048781,0.041697
15.429507,73.801735,XX,0.032454,0.035322,0.038035,0.020977,0.010585
15.412777,73.817207,XX,0.034955,0.040078,0.05147,0.029204,0.012074
15.42899,73.806488,XX,0.033545,0.037201,0.042567,0.023934,0.010893
15.413832,73.811607,XX,0.036269,0.041168,0.05153,0.029036,0.011689
15.448764,73.80246,XX,0.031684,0.036322,0.04206,0.024519,0.011868
15.449288,73.799103,XX,0.030496,0.034322,0.037469,0.022372,0.011252
15.447398,73.800514,XX,0.031523,0.035231,0.040272,0.02318,0.011021
15.419848,73.771042,XX,0.033769,0.037595,0.039914,0.020502,0.009764
15.434594,73.741035,XX,0.032358,0.035959,0.033978,0.016707,0.009045
15.437579,73.741302,XX,0.031941,0.035049,0.034276,0.017516,0.008686
15.448727,73.746544,XX,0.031684,0.035534,0.03723,0.016763,0.008352
15.452243,73.793777,XX,0.029982,0.033169,0.034396,0.019191,0.010765
15.446886,73.806107,XX,0.030849,0.0332,0.039407,0.02173,0.011535
15.446898,73.808342,XX,0.030592,0.033685,0.039467,0.021786,0.010816
15.450675,73.804688,XX,0.032422,0.036989,0.04495,0.025467,0.012921
15.399548,73.777863,XX,0.03409,0.036413,0.038155,0.020698,0.011458
15.400414,73.787643,XX,0.030881,0.033685,0.034694,0.020335,0.012048
15.396556,73.776207,XX,0.034026,0.037262,0.039467,0.021088,0.010944
15.393267,73.769798,XX,0.031908,0.033563,0.034456,0.018605,0.009558
15.39489,73.769226,XX,0.032614,0.034958,0.035082,0.019358,0.01002
15.396271,73.773689,XX,0.033031,0.036019,0.038065,0.021032,0.011355
15.400419,73.788483,XX,0.031074,0.033745,0.035828,0.021116,0.012767
15.39574,73.77565,XX,0.033769,0.036625,0.03896,0.020949,0.010585
15.399888,73.790443,XX,0.032037,0.035201,0.040957,0.022957,0.015282
15.397956,73.784302,XX,0.03441,0.036898,0.038304,0.021144,0.011227
15.39956,73.780106,XX,0.034186,0.037292,0.039854,0.021869,0.01251
15.398238,73.786263,XX,0.033096,0.035625,0.037409,0.020977,0.011406
15.393898,73.786003,XX,0.032807,0.035534,0.037111,0.021032,0.01251
15.395477,73.777328,XX,0.034282,0.036989,0.038662,0.020837,0.010893
15.398787,73.787651,XX,0.033513,0.035928,0.037081,0.021925,0.013434
15.399597,73.786812,XX,0.032582,0.035686,0.037081,0.021339,0.012151
15.395257,73.786552,XX,0.031459,0.033654,0.033918,0.019498,0.011073
15.397389,73.779839,XX,0.034763,0.037928,0.041047,0.022623,0.011329
15.396834,73.777603,XX,0.034442,0.03711,0.040182,0.02173,0.011098
15.397984,73.789337,XX,0.030239,0.033169,0.034336,0.019665,0.012664
15.401127,73.769188,XX,0.032582,0.035504,0.036455,0.019916,0.010303
15.40556,73.737579,XX,0.031042,0.03414,0.032247,0.01626,0.008352
15.39789,73.772285,XX,0.031363,0.034231,0.036037,0.019609,0.00961
15.393035,73.777069,XX,0.034026,0.035898,0.037707,0.020921,0.010944
15.397335,73.77005,XX,0.03162,0.034898,0.036365,0.019582,0.010046
15.401147,73.772827,XX,0.032101,0.035565,0.036604,0.020698,0.011689
15.39978,73.770874,XX,0.031684,0.034958,0.036753,0.020586,0.010226
15.411807,73.739494,XX,0.031812,0.034352,0.032187,0.016763,0.008429
15.395755,73.77845,XX,0.034859,0.037625,0.039765,0.021311,0.011406
15.395768,73.78096,XX,0.034218,0.037746,0.039079,0.022623,0.011817
