Latitude,Longitude,Depth,band_1_561,band_2_676,band_3_805
15.987857,73.472393,XX,0.0208028,0.0196415,0.029587
16.006383,73.447023,XX,0.0192596,0.0177132,0.029587
16.029319,73.469414,XX,0.0208028,0.0196415,0.0328515
16.006199,73.440297,XX,0.0177163,0.0177132,0.0263225
15.946186,73.484198,XX,0.0208028,0.0196415,0.029587
16.005038,73.411434,XX,0.016173,0.0157849,0.0197935
16.001454,73.459115,XX,0.0192596,0.0196415,0.029587
15.97119,73.492699,XX,0.0254326,0.0215698,0.036116
16.031367,73.452577,XX,0.0223461,0.0196415,0.0328515
16.013825,73.482988,XX,0.0208028,0.0196415,0.036116
16.024005,73.46567,XX,0.0238894,0.0215698,0.0328515
15.901228,73.49126,XX,0.0254326,0.0215698,0.0328515
16.029977,73.466746,XX,0.0223461,0.0196415,0.029587
15.887598,73.500327,XX,0.0285191,0.0215698,0.0328515
16.023999,73.464829,XX,0.0238894,0.0196415,0.0328515
16.019,73.448328,XX,0.0223461,0.0177132,0.029587
16.028683,73.437599,XX,0.0208028,0.0196415,0.029587
15.957722,73.429183,XX,0.0130865,0.0157849,0.0263225
15.916686,73.472512,XX,0.0208028,0.0177132,0.029587
15.926074,73.439376,XX,0.016173,0.0157849,0.0263225
15.939308,73.413774,XX,0.0146298,0.0157849,0.0263225
16.006275,73.46973,XX,0.0208028,0.0196415,0.0328515
16.007622,73.48766,XX,0.0238894,0.0215698,0.0393805
15.976474,73.435343,XX,0.0146298,0.0177132,0.0263225
16.036611,73.446649,XX,0.0208028,0.0215698,0.029587
16.002801,73.439062,XX,0.016173,0.0177132,0.029587
16.0176,73.423669,XX,0.0177163,0.0157849,0.023058
16.027511,73.444337,XX,0.0208028,0.0196415,0.029587
15.928347,73.435016,XX,0.0146298,0.0177132,0.029587
16.017569,73.456749,XX,0.0208028,0.0196415,0.029587
15.946405,73.496107,XX,0.0238894,0.0196415,0.0328515
15.969677,73.470429,XX,0.0208028,0.0196415,0.029587
15.986178,73.484178,XX,0.0208028,0.0177132,0.0328515
16.020616,73.446913,XX,0.0208028,0.0177132,0.029587
15.941727,73.486194,XX,0.0223461,0.0177132,0.0328515
16.006217,73.480663,XX,0.0208028,0.0196415,0.0328515
16.019879,73.457432,XX,0.0208028,0.0196415,0.0328515
15.925205,73.469505,XX,0.0192596,0.0196415,0.029587
16.003976,73.451667,XX,0.0208028,0.0215698,0.0328515
16.003411,73.448448,XX,0.0192596,0.0177132,0.029587
15.912517,73.458113,XX,0.0208028,0.0196415,0.029587
15.991544,73.457229,XX,0.0208028,0.0196415,0.029587
16.021181,73.43135,XX,0.0192596,0.0177132,0.029587
16.008334,73.454437,XX,0.0223461,0.0196415,0.029587
15.967697,73.440035,XX,0.0146298,0.0157849,0.029587
15.963794,73.481964,XX,0.0208028,0.0196415,0.0328515
16.027077,73.478262,XX,0.0223461,0.0196415,0.036116
15.960405,73.48199,XX,0.0208028,0.0215698,0.0328515
15.888818,73.461656,XX,0.0192596,0.0196415,0.029587
15.959744,73.427626,XX,0.0146298,0.0157849,0.0263225
16.002114,73.475648,XX,0.0208028,0.0177132,0.0328515
15.971222,73.497323,XX,0.0316057,0.0234982,0.036116
15.914691,73.440025,XX,0.0146298,0.0177132,0.029587
16.006913,73.426696,XX,0.016173,0.0157849,0.0263225
15.91915,73.456802,XX,0.0192596,0.0177132,0.029587
15.972585,73.459897,XX,0.0238894,0.0196415,0.029587
16.035326,73.475396,XX,0.0208028,0.0215698,0.0328515
15.971228,73.440989,XX,0.016173,0.0177132,0.0263225
15.955278,73.447418,XX,0.016173,0.0196415,0.0263225
15.894422,73.487388,XX,0.0269759,0.0196415,0.036116
16.005646,73.476603,XX,0.0208028,0.0196415,0.0328515
15.916362,73.465089,XX,0.0208028,0.0196415,0.029587
16.002866,73.486014,XX,0.0208028,0.0177132,0.0393805
16.002722,73.446912,XX,0.0192596,0.0196415,0.029587
15.900794,73.411835,XX,0.016173,0.0157849,0.023058
15.909582,73.46486,XX,0.0223461,0.0177132,0.029587
15.912475,73.433457,XX,0.0130865,0.0138566,0.029587
16.035968,73.470345,XX,0.0208028,0.0196415,0.036116
16.033149,73.455367,XX,0.0223461,0.0215698,0.029587
16.006333,73.477859,XX,0.0208028,0.0196415,0.0328515
16.017212,73.444837,XX,0.0223461,0.0215698,0.029587
15.91234,73.490757,XX,0.0269759,0.0177132,0.0328515
16.024228,73.45894,XX,0.0238894,0.0177132,0.0328515
15.887588,73.479455,XX,0.0238894,0.0157849,0.029587
16.031178,73.426646,XX,0.0192596,0.0196415,0.0263225
16.018762,73.452955,XX,0.0208028,0.0177132,0.0328515
16.034373,73.418631,XX,0.0177163,0.0138566,0.0263225
15.991335,73.465779,XX,0.0223461,0.0215698,0.0328515
16.007347,73.487102,XX,0.0223461,0.0177132,0.036116
16.00451,73.488525,XX,0.0285191,0.0234982,0.036116
15.961903,73.444984,XX,0.0146298,0.0138566,0.0263225
16.024786,73.461179,XX,0.0208028,0.0215698,0.029587
15.958415,73.48817,XX,0.0238894,0.0196415,0.0328515
16.006665,73.467344,XX,0.0177163,0.0196415,0.029587
16.023993,73.4082,XX,0.016173,0.0157849,0.0263225
15.888928,73.458153,XX,0.016173,0.0138566,0.0263225
15.960375,73.458729,XX,0.0192596,0.0177132,0.029587
16.014123,73.48677,XX,0.0238894,0.0215698,0.0393805
15.997521,73.458865,XX,0.0192596,0.0196415,0.0328515
16.009629,73.446017,XX,0.0208028,0.0196415,0.0328515
15.901926,73.474864,XX,0.0208028,0.0177132,0.036116
15.889812,73.430271,XX,0.016173,0.0138566,0.029587
16.020538,73.473826,XX,0.0223461,0.0215698,0.0328515
16.021363,73.419154,XX,0.0177163,0.0157849,0.0263225
16.012964,73.438563,XX,0.0192596,0.0196415,0.029587
16.010359,73.45316,XX,0.0208028,0.0215698,0.029587
15.999757,73.487299,XX,0.0254326,0.0196415,0.036116
15.986233,73.453766,XX,0.0208028,0.0196415,0.029587
15.957894,73.471919,XX,0.0177163,0.0177132,0.0328515
16.028449,73.480635,XX,0.0223461,0.0215698,0.0393805
15.941827,73.481149,XX,0.0208028,0.0177132,0.036116
15.946296,73.480555,XX,0.0208028,0.0196415,0.0328515
15.955373,73.460589,XX,0.0192596,0.0177132,0.029587
15.939467,73.492656,XX,0.0223461,0.0177132,0.036116
16.012731,73.443751,XX,0.0192596,0.0177132,0.0263225
16.025299,73.476033,XX,0.0223461,0.0196415,0.0328515
16.006384,73.485147,XX,0.0208028,0.0196415,0.0328515
15.91243,73.503645,XX,0.0238894,0.0177132,0.0328515
15.939518,73.46141,XX,0.0177163,0.0138566,0.0328515
16.006324,73.457676,XX,0.0192596,0.0196415,0.0328515
16.006935,73.42978,XX,0.0177163,0.0177132,0.0263225
16.010417,73.423866,XX,0.016173,0.0177132,0.0263225
16.027864,73.436905,XX,0.0208028,0.0157849,0.0263225
16.010974,73.482449,XX,0.0192596,0.0215698,0.0328515
15.968928,73.441567,XX,0.016173,0.0177132,0.029587
16.026505,73.474061,XX,0.0192596,0.0157849,0.0328515
16.013817,73.462804,XX,0.0223461,0.0196415,0.029587
15.889825,73.469913,XX,0.0192596,0.0157849,0.029587
15.990634,73.462561,XX,0.0192596,0.0196415,0.029587
15.957714,73.465755,XX,0.0208028,0.0177132,0.0263225
16.034085,73.472462,XX,0.0192596,0.0177132,0.036116
15.941942,73.45915,XX,0.016173,0.0138566,0.029587
15.882937,73.417018,XX,0.0146298,0.0138566,0.0263225
16.007318,73.463975,XX,0.0208028,0.0196415,0.029587
15.932888,73.501812,XX,0.0254326,0.0234982,0.036116
15.97119,73.454442,XX,0.0192596,0.0177132,0.029587
15.959831,73.496848,XX,0.0223461,0.0196415,0.036116
15.926002,73.486312,XX,0.0223461,0.0177132,0.029587
15.963695,73.48715,XX,0.0208028,0.0196415,0.0328515
15.955034,73.47012,XX,0.0208028,0.0177132,0.0328515
15.91009,73.479146,XX,0.0192596,0.0157849,0.029587
16.030015,73.434365,XX,0.0223461,0.0196415,0.029587
16.007283,73.440289,XX,0.0177163,0.0196415,0.029587
16.018472,73.41315,XX,0.0146298,0.0177132,0.0263225
16.004248,73.433024,XX,0.0177163,0.0157849,0.029587
16.026377,73.437477,XX,0.0208028,0.0177132,0.029587
15.898856,73.424878,XX,0.0130865,0.0157849,0.0263225
16.017845,73.438665,XX,0.0177163,0.0196415,0.0263225
16.006329,73.458377,XX,0.0223461,0.0196415,0.0328515
15.997631,73.45536,XX,0.0192596,0.0177132,0.029587
16.03659,73.443706,XX,0.0223461,0.0196415,0.029587
15.979988,73.415276,XX,0.0130865,0.0157849,0.023058
15.900582,73.476556,XX,0.0238894,0.0177132,0.0328515
15.975672,73.43689,XX,0.0146298,0.0177132,0.029587
15.88078,73.475164,XX,0.0208028,0.0177132,0.0328515
15.909702,73.462618,XX,0.0177163,0.0177132,0.029587
16.021817,73.444241,XX,0.0223461,0.0196415,0.029587
16.00691,73.463698,XX,0.0192596,0.0196415,0.029587
16.007026,73.442253,XX,0.0192596,0.0157849,0.029587
16.028423,73.457927,XX,0.0208028,0.0196415,0.029587
15.978656,73.474845,XX,0.0192596,0.0196415,0.036116
16.023765,73.451094,XX,0.0208028,0.0196415,0.029587
16.005331,73.451517,XX,0.0223461,0.0196415,0.029587
15.895987,73.4595,XX,0.016173,0.0177132,0.0328515
16.024502,73.440576,XX,0.0192596,0.0196415,0.029587
15.999048,73.48296,XX,0.0208028,0.0196415,0.0328515
15.939417,73.4474,XX,0.0146298,0.0138566,0.029587
15.985165,73.456156,XX,0.0192596,0.0196415,0.029587
15.963789,73.481264,XX,0.0192596,0.0177132,0.036116
16.029973,73.466185,XX,0.0208028,0.0196415,0.0328515
16.008357,73.420238,XX,0.0130865,0.0138566,0.023058
16.029988,73.412358,XX,0.0177163,0.0177132,0.0263225
16.024376,73.441978,XX,0.0208028,0.0196415,0.029587
15.957606,73.46954,XX,0.0208028,0.0177132,0.029587
16.017642,73.410914,XX,0.0146298,0.0157849,0.023058
16.019386,73.464304,XX,0.0208028,0.0196415,0.0328515
16.010399,73.439984,XX,0.0208028,0.0196415,0.029587
15.942213,73.478343,XX,0.0223461,0.0177132,0.0328515
16.023183,73.483618,XX,0.0254326,0.0215698,0.036116
16.02634,73.469998,XX,0.0208028,0.0196415,0.0328515
15.912361,73.493699,XX,0.0208028,0.0196415,0.0328515
16.01526,73.418782,XX,0.0177163,0.0196415,0.0263225
15.94857,73.419726,XX,0.0146298,0.0138566,0.029587
16.029434,73.429183,XX,0.0192596,0.0177132,0.0263225
16.014265,73.468548,XX,0.0208028,0.0196415,0.0328515
16.017782,73.46754,XX,0.0177163,0.0196415,0.029587
16.021816,73.481947,XX,0.0223461,0.0215698,0.036116
16.006975,73.472808,XX,0.0238894,0.0196415,0.029587
15.93421,73.458508,XX,0.016173,0.0138566,0.0328515
16.012805,73.453982,XX,0.0208028,0.0215698,0.029587
16.021538,73.461904,XX,0.0208028,0.0215698,0.029587
15.900445,73.476277,XX,0.0223461,0.0177132,0.029587
16.017873,73.442449,XX,0.0223461,0.0177132,0.029587
15.957814,73.479767,XX,0.0208028,0.0177132,0.0328515
15.921831,73.471632,XX,0.0223461,0.0196415,0.0328515
15.991579,73.481054,XX,0.0208028,0.0196415,0.0328515
16.01902,73.451131,XX,0.0223461,0.0196415,0.029587
16.003018,73.488396,XX,0.0285191,0.0254265,0.0393805
15.979734,73.41766,XX,0.0130865,0.0138566,0.0263225
16.008611,73.455135,XX,0.0223461,0.0215698,0.029587
15.894318,73.453489,XX,0.0146298,0.0157849,0.029587
16.018854,73.446927,XX,0.0208028,0.0177132,0.029587
15.933062,73.412422,XX,0.016173,0.0177132,0.0263225
15.907795,73.461372,XX,0.0192596,0.0177132,0.029587
15.913941,73.467769,XX,0.0208028,0.0177132,0.0328515
15.905622,73.499352,XX,0.0269759,0.0177132,0.036116
15.937275,73.470114,XX,0.0177163,0.0177132,0.029587
16.023027,73.44283,XX,0.0223461,0.0196415,0.029587
16.004861,73.480673,XX,0.0192596,0.0196415,0.0328515
16.012716,73.423147,XX,0.016173,0.0177132,0.023058
15.894434,73.450827,XX,0.0146298,0.0138566,0.029587
16.028643,73.450776,XX,0.0223461,0.0196415,0.029587
16.023475,73.467356,XX,0.0208028,0.0196415,0.029587
16.006201,73.459359,XX,0.0192596,0.0196415,0.0328515
16.012297,73.477814,XX,0.0223461,0.0215698,0.0328515
15.934015,73.469158,XX,0.0208028,0.0196415,0.036116
15.885817,73.459017,XX,0.0192596,0.0196415,0.029587
16.002832,73.481249,XX,0.0208028,0.0196415,0.0328515
15.94374,73.483376,XX,0.0208028,0.0177132,0.036116
15.959807,73.436313,XX,0.0146298,0.0157849,0.0263225
15.955698,73.48735,XX,0.0192596,0.0177132,0.029587
16.025647,73.46776,XX,0.0223461,0.0215698,0.0328515
16.004253,73.433725,XX,0.0177163,0.0157849,0.029587
15.886867,73.435337,XX,0.0146298,0.0138566,0.0263225
15.9772,73.479761,XX,0.0238894,0.0196415,0.0328515
16.002538,73.458966,XX,0.0192596,0.0157849,0.0263225
16.015154,73.441349,XX,0.0208028,0.0157849,0.0328515
15.971381,73.462148,XX,0.0208028,0.0196415,0.029587
16.030036,73.437309,XX,0.0208028,0.0196415,0.029587
16.028665,73.45386,XX,0.0238894,0.0196415,0.0328515
16.018986,73.427863,XX,0.0177163,0.0157849,0.0263225
16.028038,73.461013,XX,0.0192596,0.0196415,0.029587
15.89153,73.480966,XX,0.0223461,0.0177132,0.0328515
16.006937,73.486684,XX,0.0208028,0.0196415,0.036116
15.978036,73.482978,XX,0.0208028,0.0196415,0.0328515
15.907939,73.462491,XX,0.0208028,0.0196415,0.0328515
16.022252,73.448162,XX,0.0208028,0.0177132,0.0263225
16.029616,73.43549,XX,0.0208028,0.0196415,0.029587
16.006979,73.473369,XX,0.0223461,0.0196415,0.0328515
16.034655,73.438674,XX,0.0192596,0.0196415,0.0263225
15.962314,73.483517,XX,0.0192596,0.0196415,0.036116
16.028539,73.455262,XX,0.0238894,0.0215698,0.029587
15.947944,73.483625,XX,0.0208028,0.0196415,0.0328515
16.026562,73.444204,XX,0.0192596,0.0215698,0.029587
15.947974,73.468632,XX,0.0208028,0.0177132,0.029587
16.004425,73.45755,XX,0.0208028,0.0196415,0.029587
16.01545,73.444851,XX,0.0208028,0.0196415,0.029587
16.005953,73.462584,XX,0.0177163,0.0177132,0.029587
16.004349,73.446899,XX,0.0208028,0.0196415,0.0328515
15.897632,73.481201,XX,0.0223461,0.0157849,0.029587
16.029146,73.445446,XX,0.0192596,0.0196415,0.0263225
15.98093,73.470483,XX,0.0238894,0.0196415,0.036116
16.01988,73.476635,XX,0.0208028,0.0196415,0.0328515
16.001443,73.438792,XX,0.0177163,0.0177132,0.029587
16.020525,73.472004,XX,0.0223461,0.0234982,0.0328515
16.010358,73.471942,XX,0.0238894,0.0215698,0.036116
15.898793,73.453735,XX,0.0146298,0.0157849,0.029587
16.006721,73.456271,XX,0.0208028,0.0196415,0.0263225
15.962265,73.476651,XX,0.0192596,0.0177132,0.029587
15.944062,73.433633,XX,0.0130865,0.0177132,0.029587
15.897932,73.466069,XX,0.0208028,0.0177132,0.0263225
16.004604,73.463576,XX,0.0192596,0.0196415,0.029587
16.015686,73.421442,XX,0.016173,0.0177132,0.0263225
15.996834,73.476529,XX,0.0208028,0.0196415,0.029587
16.036575,73.441743,XX,0.0208028,0.0177132,0.029587
16.018789,73.456739,XX,0.0208028,0.0177132,0.0328515
15.930498,73.4895,XX,0.0208028,0.0177132,0.0328515
15.887514,73.412499,XX,0.0146298,0.0157849,0.0263225
16.005013,73.482915,XX,0.0223461,0.0196415,0.0328515
15.983968,73.459389,XX,0.0192596,0.0157849,0.029587
16.023787,73.454178,XX,0.0238894,0.0196415,0.0328515
15.9215,73.425542,XX,0.0146298,0.0177132,0.0263225
15.880863,73.467739,XX,0.0177163,0.0138566,0.0263225
16.036805,73.473703,XX,0.0208028,0.0215698,0.0328515
16.007665,73.474625,XX,0.0238894,0.0196415,0.0263225
15.920006,73.482013,XX,0.0223461,0.0196415,0.036116
15.937298,73.435507,XX,0.0146298,0.0138566,0.0263225
15.894353,73.496915,XX,0.0285191,0.0215698,0.0328515
16.000447,73.450994,XX,0.0177163,0.0177132,0.0263225
16.004767,73.429797,XX,0.016173,0.0177132,0.0263225
15.903543,73.416996,XX,0.0146298,0.0157849,0.023058
15.96444,73.458417,XX,0.0238894,0.0196415,0.029587
16.015089,73.414018,XX,0.016173,0.0177132,0.023058
16.005984,73.448148,XX,0.0223461,0.0215698,0.0263225
16.025747,73.462853,XX,0.0223461,0.0196415,0.0328515
15.95085,73.434981,XX,0.0146298,0.0177132,0.0263225
15.991128,73.474891,XX,0.0192596,0.0215698,0.029587
15.997495,73.474142,XX,0.0223461,0.0196415,0.0328515
16.032041,73.470935,XX,0.0208028,0.0196415,0.0328515
15.916988,73.476852,XX,0.0192596,0.0177132,0.0328515
15.920323,73.469262,XX,0.0208028,0.0177132,0.0328515
16.004819,73.474647,XX,0.0223461,0.0196415,0.0328515
15.900807,73.413656,XX,0.016173,0.0138566,0.0263225
16.020561,73.47705,XX,0.0223461,0.0177132,0.036116
15.974304,73.472916,XX,0.0223461,0.0177132,0.029587
15.887713,73.497384,XX,0.0269759,0.0215698,0.036116
16.022646,73.446337,XX,0.0192596,0.0177132,0.029587
16.018843,73.445385,XX,0.0238894,0.0196415,0.0263225
15.903316,73.441653,XX,0.0130865,0.0157849,0.0263225
15.887458,73.442196,XX,0.016173,0.0157849,0.0263225
15.978468,73.486618,XX,0.0223461,0.0196415,0.0328515
15.952865,73.470136,XX,0.0208028,0.0157849,0.0328515
16.035842,73.434179,XX,0.0177163,0.0177132,0.0263225
16.033976,73.420036,XX,0.0177163,0.0157849,0.0263225
16.003859,73.43541,XX,0.0177163,0.0177132,0.029587
15.999837,73.47945,XX,0.0208028,0.0196415,0.0328515
15.896706,73.48443,XX,0.0223461,0.0157849,0.0328515
15.984882,73.473396,XX,0.0223461,0.0215698,0.0328515
15.888596,73.468661,XX,0.0208028,0.0177132,0.029587
16.012376,73.43226,XX,0.0192596,0.0177132,0.0263225
15.981006,73.481274,XX,0.0223461,0.0196415,0.0328515
16.001431,73.437111,XX,0.016173,0.0177132,0.029587
16.018863,73.466971,XX,0.0177163,0.0177132,0.029587
16.006274,73.432027,XX,0.0177163,0.0177132,0.0263225
16.006359,73.481643,XX,0.0208028,0.0196415,0.036116
16.007702,73.479811,XX,0.0208028,0.0196415,0.0328515
16.002788,73.41874,XX,0.0130865,0.0138566,0.0263225
15.994445,73.483835,XX,0.0192596,0.0177132,0.036116
16.004213,73.4469,XX,0.0192596,0.0196415,0.029587
15.986919,73.417743,XX,0.0130865,0.0138566,0.0263225
15.924535,73.470631,XX,0.0223461,0.0157849,0.029587
16.014617,73.460976,XX,0.0208028,0.0196415,0.0328515
15.94148,73.414177,XX,0.0146298,0.0157849,0.023058
16.000516,73.441743,XX,0.0177163,0.0177132,0.029587
16.03601,73.438524,XX,0.0192596,0.0157849,0.029587
15.982495,73.424365,XX,0.0146298,0.0157849,0.0263225
15.996021,73.476676,XX,0.0223461,0.0177132,0.0328515
15.994026,73.482016,XX,0.0223461,0.0196415,0.036116
15.977874,73.441358,XX,0.0146298,0.0177132,0.0263225
15.971198,73.418287,XX,0.0130865,0.0138566,0.029587
16.012278,73.418945,XX,0.0146298,0.0157849,0.029587
16.027194,73.456675,XX,0.0208028,0.0196415,0.029587
16.013036,73.448514,XX,0.0192596,0.0196415,0.029587
15.925973,73.444141,XX,0.0146298,0.0157849,0.029587
16.029392,73.479787,XX,0.0238894,0.0215698,0.0328515
16.004991,73.423488,XX,0.016173,0.0138566,0.023058
15.964472,73.462901,XX,0.0223461,0.0196415,0.0328515
15.896533,73.459916,XX,0.0177163,0.0177132,0.0328515
16.013113,73.478228,XX,0.0223461,0.0196415,0.0328515
15.939405,73.503165,XX,0.0300624,0.0215698,0.036116
15.926039,73.491635,XX,0.0223461,0.0177132,0.036116
15.96154,73.46993,XX,0.0238894,0.0196415,0.029587
16.001488,73.444959,XX,0.0192596,0.0196415,0.029587
15.927794,73.471307,XX,0.0192596,0.0177132,0.0328515
16.011151,73.488335,XX,0.0300624,0.0234982,0.0393805
15.88304,73.431024,XX,0.016173,0.0157849,0.0263225
15.965344,73.471162,XX,0.0223461,0.0196415,0.0328515
16.033317,73.478776,XX,0.0208028,0.0196415,0.036116
16.017206,73.462779,XX,0.0192596,0.0196415,0.0328515
16.010204,73.488622,XX,0.0300624,0.0215698,0.036116
16.012743,73.445432,XX,0.0223461,0.0196415,0.0263225
16.011057,73.418815,XX,0.0146298,0.0157849,0.023058
16.020466,73.407948,XX,0.0146298,0.0177132,0.023058
16.006883,73.459914,XX,0.0192596,0.0196415,0.029587
16.022145,73.452088,XX,0.0208028,0.0215698,0.029587
16.006572,73.45445,XX,0.0208028,0.0196415,0.029587
